ref,payout_date,qty_produk,hpp,total_price,seller_discount,fee_admin,fee_service,fee_affiliate,fee_order_process,fee_program,fee_transaction,shipping_cost,omset,payout_status
260124SSR3RX39,2026-01-29 00:00:00,1,19850,40000,0,-4180,-4720,0,-1250,-350,0,0,29500,sukses
260119E6MKCXA1,2026-01-29 00:00:00,1,138350,325000,-162500,-16575,-19176,0,-1250,-350,0,0,125149,sukses
2601274UHTJKMK,2026-01-29 00:00:00,1,88850,270000,-135000,-14108,-15930,0,-1250,-350,0,0,103362,sukses
260122P5CB4783,2026-01-29 00:00:00,2,182000,360000,0,-37620,-42480,0,-1250,-350,0,0,278300,sukses
260113V27S0679,2026-01-29 00:00:00,1,132000,275000,0,-28738,-32450,-4029,-1250,-350,0,0,208183,sukses
2601179XCV8S6T,2026-01-29 00:00:00,2,200750,572500,-286250,-28482,-32347,-4194,-1250,-350,0,0,219627,sukses
260125015FX7X9,2026-01-29 00:00:00,1,74850,185900,-74360,-11098,-12604,0,-1250,-350,0,0,86238,sukses
260124UX6W8M11,2026-01-29 00:00:00,1,125000,400000,-75000,-33150,-38350,0,-1250,-350,0,0,251900,sukses
260121KDAG7B3S,2026-01-29 00:00:00,6,191700,1532900,-1307950,-22699,-24154,0,-411,-350,0,0,177336,sukses
582285538268513961,2026-01-29 00:00:00,1,262900,495000,0,-39600,-27225,0,0,-22275,-1250,0,404650,sukses
582232637831873973,2026-01-29 00:00:00,1,232940,522500,-209000,-25080,-17242,0,0,-10972,-1250,0,258956,sukses
582111342445299041,2026-01-29 00:00:00,1,149850,307500,-153750,-12300,-7688,0,0,-5381,-1250,0,127131,sukses
OT-9-300126,2026-01-30 00:00:00,1,110750,121000,0,0,0,0,0,0,0,0,121000,sukses
260120FN00HP33,2026-01-30 00:00:00,1,90000,270000,-135000,-13433,-15255,0,-1250,-350,0,0,104712,sukses
260121KUMRUJNC,2026-01-30 00:00:00,1,150000,307500,-153750,-15298,-17375,0,-1250,-350,0,0,119477,sukses
260121M4KJ2UMV,2026-01-30 00:00:00,1,75000,192500,-96250,-9577,-9914,0,-1250,-350,0,0,75159,sukses
260121KWH9TVBH,2026-01-30 00:00:00,1,132000,346500,0,-35343,-40888,0,-1250,-350,0,0,268669,sukses
2601251E5WUPUA,2026-01-30 00:00:00,1,464850,1320000,-924000,-39402,-44748,0,-1250,-350,0,0,310250,sukses
2601274C9643VD,2026-01-30 00:00:00,1,19850,40000,0,-4180,-4720,0,-1250,-350,0,0,29500,sukses
260121K9E1Q6BM,2026-01-30 00:00:00,2,187200,432000,-216000,-21657,-23748,0,-1250,-350,0,0,168995,sukses
260120GBYVNEX0,2026-01-30 00:00:00,1,126350,293000,-175800,-11661,-13244,0,-1250,-350,0,0,90695,sukses
582299116711544823,2026-01-30 00:00:00,2,210750,425000,0,-34000,-23375,0,0,-19125,-1250,0,347250,sukses
582262228647904602,2026-01-30 00:00:00,3,437400,907500,0,-72600,-49912,0,0,-40838,-1250,0,742900,sukses
581682331350238671,2026-01-30 00:00:00,1,72000,127000,0,-10160,-6985,0,0,-5715,-1250,0,102890,sukses
2601288B6E69WN,2026-01-31 00:00:00,1,125000,400000,-75000,-33150,-38350,0,-1250,-350,0,0,251900,sukses
260129BEEWHBNU,2026-01-31 00:00:00,1,161350,390000,-195000,-19403,-22035,-5519,-1250,-350,0,0,146443,sukses
2601276DTTGP4C,2026-01-31 00:00:00,1,19850,40000,0,-4180,-4720,0,-1250,-350,0,0,29500,sukses
260121KR10SG99,2026-01-31 00:00:00,2,238700,577500,-288750,-29406,-33305,0,-1250,-350,0,0,224439,sukses
260119FEQTR7PH,2026-01-31 00:00:00,1,190900,385000,0,-40233,-45430,0,-1250,-350,0,0,297737,sukses
260127674JGAV3,2026-01-31 00:00:00,1,88850,270000,-135000,-14108,-15930,0,-1250,-350,0,0,103362,sukses
260121KPMB8QYN,2026-01-31 00:00:00,1,134850,280000,-140000,-13930,-15820,0,-1250,-350,0,0,108650,sukses
260121M3HF39JP,2026-01-31 00:00:00,1,54850,132000,-66000,-6732,-6798,0,-1250,-350,0,0,50870,sukses
260120FWVPYEJR,2026-01-31 00:00:00,1,125000,400000,-75000,-33150,-38350,0,-1250,-350,0,0,251900,sukses
2601250TX9TMMK,2026-01-31 00:00:00,1,19850,40000,0,-4180,-4720,0,-1250,-350,0,0,29500,sukses
582314287794586712,2026-01-31 00:00:00,2,50700,100000,0,-8000,-5500,0,0,-3500,-1250,0,81750,sukses
582313670829508373,2026-01-31 00:00:00,1,150000,307500,-153750,-12300,-7688,0,0,-5381,-1250,0,127131,sukses
582306626786002598,2026-01-31 00:00:00,1,145800,302500,0,-24200,-16638,0,0,-13612,-1250,0,246800,sukses
582304413597074928,2026-01-31 00:00:00,2,104700,253000,-126500,-10120,-5060,0,0,-5692,-1250,0,104378,sukses
582300834329691738,2026-01-31 00:00:00,1,19850,40000,0,-3200,-2200,0,0,-1800,-1250,0,31550,sukses
582264161931855536,2026-01-31 00:00:00,2,150850,391900,-176260,-17251,-11270,0,0,-9704,-1250,0,176165,sukses
260122PW1MWQEW,2026-02-01 00:00:00,1,132000,346500,0,-35343,-40888,-4846,-1250,-350,0,0,263823,sukses
2601275FG676QS,2026-02-01 00:00:00,1,149850,307500,-153750,-15298,-17375,0,-1250,-350,0,0,119477,sukses
2601262VAKGDDU,2026-02-01 00:00:00,2,151850,315000,0,-32918,-37170,0,-1250,-350,0,0,243312,sukses
260123S8G9GMMA,2026-02-01 00:00:00,1,90000,270000,-135000,-13433,-15255,0,-1250,-350,0,0,104712,sukses
260129BM5JMP9X,2026-02-01 00:00:00,1,132000,346500,0,-35343,-40888,-5077,-1250,-350,0,0,263592,sukses
260129A3XUPBCB,2026-02-01 00:00:00,1,90000,270000,-135000,-13433,-15255,-1760,-1250,-350,0,0,102952,sukses
260130CVUPJA6F,2026-02-01 00:00:00,1,90000,270000,-135000,-13433,-15255,0,-1250,-350,0,0,104712,sukses
260120GJA59UW8,2026-02-01 00:00:00,1,110750,302500,-151250,-15049,-17092,0,-1250,-350,0,0,117509,sukses
260130CJF995C7,2026-02-01 00:00:00,1,75000,185900,-55770,-12948,-14705,0,-1250,-350,0,0,100877,sukses
26012890X3SC2M,2026-02-01 00:00:00,1,132000,346500,0,-35343,-40888,0,-1250,-350,0,0,268669,sukses
26012634HU9E5K,2026-02-01 00:00:00,1,132000,275000,0,-28738,-32450,0,-1250,-350,0,0,212212,sukses
26012643SVUB2P,2026-02-02 00:00:00,1,181350,415000,-207500,-20646,-23448,-2937,-1250,-350,0,0,158869,sukses
260125VYDJF8TX,2026-02-02 00:00:00,1,25350,50000,0,-5225,-5900,0,-1250,-350,0,0,37275,sukses
260123S1AX25A2,2026-02-02 00:00:00,1,149850,307500,-153750,-15298,-17375,-2176,-1250,-350,0,0,117301,sukses
260125040R3KN9,2026-02-02 00:00:00,2,109700,264000,-132000,-13464,-13596,0,-1250,-350,0,0,103340,sukses
260124TBCWSPBP,2026-02-02 00:00:00,1,50000,85000,0,-8883,-10030,-1344,-1250,-350,0,0,63143,sukses
260130E5UFG711,2026-02-02 00:00:00,1,75000,185900,-55770,-12948,-14705,0,-1250,-350,0,0,100877,sukses
2601261PC0H83F,2026-02-02 00:00:00,1,405000,830000,-498000,-33034,-37516,0,-1250,-350,0,0,259850,sukses
260121KTD1KT5P,2026-02-02 00:00:00,1,160000,329500,-164750,-16393,-18618,0,-1250,-350,0,0,128139,sukses
26012633FS7VV7,2026-02-02 00:00:00,1,110750,302500,-151250,-15049,-17092,0,-1250,-350,0,0,117509,sukses
260129B7FNHQMY,2026-02-02 00:00:00,1,145800,302500,0,-31611,-35696,0,-1250,-350,0,0,233593,sukses
582346613464336354,2026-02-02 00:00:00,1,72000,127000,0,-10160,-6985,0,0,-4445,-1250,0,104160,sukses
582345363524912320,2026-02-02 00:00:00,1,110750,302500,-181500,-9680,-6050,0,0,-4235,-1250,0,99785,sukses
582330707618334326,2026-02-02 00:00:00,3,280600,696300,-289080,-32578,-20361,0,0,-14253,-1250,0,338778,sukses
582327195313080076,2026-02-02 00:00:00,1,110750,302500,-151250,-12100,-7562,0,0,-5294,-1250,0,125044,sukses
582310864211248291,2026-02-02 00:00:00,1,464850,1320000,-924000,-31680,-19800,0,0,-13860,-1250,0,329410,sukses
582310554475463843,2026-02-02 00:00:00,1,150000,307500,-153750,-12300,-7688,0,0,-5381,-1250,0,127131,sukses
582160118010971330,2026-02-02 00:00:00,1,204000,385000,0,-30800,-21175,0,0,-13475,-1250,0,318300,sukses
582339772601894824,2026-02-01 00:00:00,1,161350,390000,-195000,-15600,-9750,0,0,-6825,-1250,0,161575,sukses
582326211150907160,2026-02-01 00:00:00,1,110750,302500,-151250,-12100,-7562,0,0,-5294,-1250,0,125044,sukses
582325506572584174,2026-02-01 00:00:00,1,464850,1320000,-924000,-31680,-19800,0,0,-13860,-1250,0,329410,sukses
OT-10-020226,2026-02-02 00:00:00,2,124850,190000,0,0,0,0,0,0,0,0,190000,sukses
order-manual-0302,2026-02-03 00:00:00,2,200850,425000,0,0,0,0,0,0,0,0,425000,sukses
260131EY0D9Q4B,2026-02-03 00:00:00,1,232940,522500,-209000,-31977,-36994,0,-1250,-350,0,0,242929,sukses
260129B7X9TAHX,2026-02-03 00:00:00,1,262900,495000,0,-51728,-58410,0,-1250,-350,0,0,383262,sukses
582359364740613678,2026-02-03 00:00:00,1,145800,302500,0,-24200,-16638,0,0,-10588,-1250,0,249824,sukses
582341897742944086,2026-02-03 00:00:00,1,66000,195000,-97500,-7800,-5362,0,0,-3412,-1250,0,79676,sukses
582302894672217473,2026-02-03 00:00:00,1,88850,270000,-135000,-10800,-8100,0,0,-6075,-1250,0,108775,sukses
582205952764577472,2026-02-03 00:00:00,1,90000,270000,-135000,-10800,-6750,0,0,-4725,-1250,0,111475,sukses
582189672926774466,2026-02-03 00:00:00,1,19850,40000,0,-3200,-2200,0,0,-1400,-1250,0,31950,sukses
Shindu Asri Helmet 03 Feb 2026,2026-02-03 00:00:00,110,19783500,41250000,-11274458,0,0,0,0,0,0,0,29975543,sukses
26012635RDBGUB,2026-02-04 00:00:00,1,85000,196900,-59070,-13714,-15575,0,-1250,-350,0,0,106941,sukses
26012515K09E0U,2026-02-04 00:00:00,1,110750,302500,-151250,-15049,-17092,0,-1250,-350,0,0,117509,sukses
260119EEAADR4F,2026-02-04 00:00:00,1,87850,195000,-97500,-9945,-11506,0,-1250,-350,0,0,74449,sukses
260123S1SSWQMY,2026-02-04 00:00:00,1,19850,40000,0,-4180,-4720,0,-1250,-350,0,0,29500,sukses
260131FSWHPS55,2026-02-04 00:00:00,2,304940,649500,-209000,-45249,-51980,-6454,-1250,-350,0,0,335217,sukses
260126372FWP0Y,2026-02-04 00:00:00,1,88850,270000,-135000,-14108,-15930,0,-1250,-350,0,0,103362,sukses
260201JN5944F9,2026-02-04 00:00:00,1,74850,185900,-74360,-11098,-12604,0,-1250,-350,0,0,86238,sukses
2601288HH42EYS,2026-02-04 00:00:00,1,145800,302500,0,-31611,-35696,0,-1250,-350,0,0,233593,sukses
2601262VQKB00E,2026-02-04 00:00:00,1,90000,270000,-135000,-13433,-15255,0,-1250,-350,0,0,104712,sukses
260124UMH10M9W,2026-02-04 00:00:00,1,132350,300000,-150000,-14925,-16950,0,-1250,-350,0,0,116525,sukses
26012502M1HUFW,2026-02-04 00:00:00,1,125000,400000,-75000,-33150,-38350,0,-1250,-350,0,0,251900,sukses
260120FS34PAG4,2026-02-04 00:00:00,1,132350,300000,-150000,-14925,-16950,0,-1250,-350,0,0,116525,sukses
2601179N1S8T18,2026-02-04 00:00:00,1,87850,195000,-97500,-9945,-11506,0,-1250,-350,0,0,74449,sukses
2601251FC2KHU8,2026-02-04 00:00:00,3,371500,912500,-486500,-42387,-48138,0,-1250,-350,0,0,333875,sukses
260125W125R52G,2026-02-04 00:00:00,1,88000,215000,-107500,-10965,-12686,-1342,-1250,-350,0,0,80907,sukses
2601250C64T7MB,2026-02-04 00:00:00,1,149850,307500,-153750,-15298,-17375,0,-1250,-350,0,0,119477,sukses
260123S4837X3M,2026-02-04 00:00:00,1,132000,275000,0,-28738,-32450,0,-1250,-350,0,0,212212,sukses
582378853698668456,2026-02-04 00:00:00,1,132350,300000,-150000,-12000,-7500,0,0,-5250,-1250,0,124000,sukses
582378307617720316,2026-02-04 00:00:00,1,150000,307500,-153750,-12300,-7688,0,0,-5381,-1250,0,127131,sukses
582373741623150379,2026-02-04 00:00:00,1,110750,302500,-181500,-9680,-6050,0,0,-4235,-1250,0,99785,sukses
582373658214238165,2026-02-04 00:00:00,1,132000,346500,0,-27720,-19058,0,0,-12128,-1250,0,286344,sukses
582373024233260149,2026-02-04 00:00:00,1,72000,127000,0,-10160,-6985,0,0,-4445,-1250,0,104160,sukses
582365076148815346,2026-02-04 00:00:00,1,190900,385000,0,-30800,-21175,0,0,-13475,-1250,0,318300,sukses
582360579943139266,2026-02-04 00:00:00,1,132000,275000,0,-22000,-15125,0,0,-9625,-1250,0,227000,sukses
582357379270412205,2026-02-04 00:00:00,1,74850,185900,-74360,-8923,-5577,0,0,-3904,-1250,0,91886,sukses
260201HT28UDFK,2026-02-05 00:00:00,2,260600,610000,-335250,-27338,-31048,-3957,-1250,-350,0,0,210807,sukses
260203PK45D7NR,2026-02-05 00:00:00,1,75000,185900,-55770,-12948,-14705,-1625,-1250,-350,0,0,99252,sukses
260201JHAE3JT0,2026-02-05 00:00:00,1,105025,249000,0,-25398,-29382,-3648,-1250,-350,0,0,188972,sukses
260130CRY5403Y,2026-02-05 00:00:00,1,232940,522500,-209000,-31977,-36994,0,-1250,-350,0,0,242929,sukses
260202M8S1JRTV,2026-02-05 00:00:00,1,232940,522500,-209000,-31977,-36994,-8335,-1250,-350,0,0,234594,sukses
260202NJBCM63S,2026-02-05 00:00:00,1,90000,270000,-135000,-13433,-15255,0,-1250,-350,0,0,104712,sukses
2601275KYDKEWM,2026-02-05 00:00:00,1,224400,614000,0,-64163,-72452,0,-1250,-350,0,0,475785,sukses
2601262RFUAKU3,2026-02-05 00:00:00,1,85850,250000,-125000,-13063,-14750,0,-1250,-350,0,0,95587,sukses
2601262KT7TRMY,2026-02-05 00:00:00,1,150000,307500,-153750,-15298,-17375,-2048,-1250,-350,0,0,117429,sukses
260202MHCDJV02,2026-02-05 00:00:00,1,75000,196900,-98450,-9796,-11125,0,-1250,-350,0,0,75929,sukses
2601288UN0KC1V,2026-02-05 00:00:00,1,190900,385000,0,-40233,-45430,0,-1250,-350,0,0,297737,sukses
582388353378518238,2026-02-05 00:00:00,1,54850,132000,-66000,-5280,-2640,0,0,-2310,-1250,0,54520,sukses
582377748097238475,2026-02-05 00:00:00,1,126350,293000,-175800,-9376,-7032,0,0,-4102,-1250,0,95440,sukses
582372855645963905,2026-02-05 00:00:00,1,149850,307500,-153750,-12300,-7688,0,0,-5381,-1250,0,127131,sukses
582357841610442705,2026-02-05 00:00:00,1,132000,275000,0,-22000,-15125,0,0,-9625,-1250,0,227000,sukses
582324092371764415,2026-02-05 00:00:00,1,132000,346500,0,-27720,-19058,0,0,-12128,-1250,0,286344,sukses
582306720230115037,2026-02-05 00:00:00,2,74700,172000,-66000,-8480,-4840,0,0,-4770,-1250,0,86660,sukses
582298268889482312,2026-02-05 00:00:00,1,90000,270000,-135000,-10800,-6750,0,0,-6075,-1250,0,110125,sukses
260129ACRFV0K5,2026-02-06 00:00:00,1,160000,329500,-164750,-16393,-18618,0,-1250,-350,0,0,128139,sukses
2601287X0C7RCA,2026-02-06 00:00:00,1,290000,689000,-344500,-40307,-42374,-4632,-1250,-350,0,0,255587,sukses
260203PVKX8QS0,2026-02-06 00:00:00,1,232940,522500,-209000,-31977,-36994,0,-1250,-350,0,0,242929,sukses
260131GJGGD5BA,2026-02-06 00:00:00,1,132000,275000,-13750,-27301,-30828,0,-1250,-350,0,0,201521,sukses
260202MX4100PC,2026-02-06 00:00:00,1,72000,127000,0,-13272,-14986,0,-1250,-350,0,0,97142,sukses
260202N5T1G54N,2026-02-06 00:00:00,1,74850,185900,-74360,-11098,-12604,0,-1250,-350,0,0,86238,sukses
26012639CE211F,2026-02-06 00:00:00,1,145800,302500,0,-31611,-35696,0,-1250,-350,0,0,233593,sukses
260131FDGMNQ4D,2026-02-06 00:00:00,2,220850,545000,-148750,-41408,-46758,0,-1250,-350,0,0,306484,sukses
260203Q85CWCR8,2026-02-06 00:00:00,1,19850,40000,0,-4180,-4720,0,-1250,-350,0,0,29500,sukses
2601263BYDY87E,2026-02-06 00:00:00,1,72000,127000,0,-13272,-14986,0,-1250,-350,0,0,97142,sukses
260202KUGHFTCR,2026-02-06 00:00:00,1,61350,170500,-85250,-8909,-10060,0,-1250,-350,0,0,64681,sukses
260202NFY72SSK,2026-02-06 00:00:00,2,91850,167000,0,-17452,-19706,0,-1250,-350,0,0,128242,sukses
582411095679469111,2026-02-06 00:00:00,1,232940,522500,0,-41800,-28738,0,0,-23512,-1250,0,427200,sukses
582410977081329389,2026-02-06 00:00:00,1,150000,307500,-153750,-12300,-7688,0,0,-6919,-1250,0,125593,sukses
582410025806759737,2026-02-06 00:00:00,1,132000,275000,0,-22000,-15125,0,0,-12375,-1250,0,224250,sukses
582403989071430881,2026-02-06 00:00:00,1,110750,302500,-151250,-12100,-7562,0,0,-6806,-1250,0,123532,sukses
582402655016420964,2026-02-06 00:00:00,1,190900,385000,0,-30800,-21175,0,0,-13475,-1250,0,318300,sukses
582402014220682763,2026-02-06 00:00:00,1,110750,302500,-181500,-9680,-6050,0,0,-4235,-1250,0,99785,sukses
582400967052723733,2026-02-06 00:00:00,1,110750,302500,-151250,-12100,-7562,0,0,-5294,-1250,0,125044,sukses
582386399287281291,2026-02-06 00:00:00,1,110750,302500,-151250,-12100,-7562,0,0,-5294,-1250,0,125044,sukses
OT-11-060226,2026-02-06 00:00:00,1,110750,96000,0,0,0,0,0,0,0,0,96000,sukses
Pickers Bandung-JAN-26,2026-02-06 00:00:00,6,1224400,2335000,-601500,0,0,0,0,0,0,0,1733500,sukses
Pickers Jakarta-JAN-26,2026-02-06 00:00:00,2,404800,730000,-162000,0,0,0,0,0,0,0,568000,sukses
OT-12-070226,2026-02-07 00:00:00,1,74850,94809,0,0,0,0,0,0,0,0,94809,sukses
260131G4WP8ABA,2026-02-07 00:00:00,1,74850,185900,-74360,-11098,-12604,0,-1250,-350,0,0,86238,sukses
260129A77SJJ67,2026-02-07 00:00:00,1,54850,132000,-66000,-6732,-6798,0,-1250,-350,0,0,50870,sukses
2601250FGSYUSP,2026-02-07 00:00:00,1,72000,127000,0,-13272,-14986,0,-1250,-350,0,0,97142,sukses
260202NQGXBFP6,2026-02-07 00:00:00,1,49850,121000,-60500,-6171,-6232,0,-1250,-350,0,0,46497,sukses
2601287EBRE3JN,2026-02-07 00:00:00,1,85850,250000,-125000,-13063,-14750,-1873,-1250,-350,0,0,93714,sukses
260203R18U03M1,2026-02-07 00:00:00,2,234650,572500,-150125,-44138,-49841,0,-1250,-350,0,0,326796,sukses
2602073UC3730H,2026-02-07 00:00:00,1,405000,830000,-498000,-33034,-37516,0,-1250,-350,0,0,259850,sukses
260205TSWAW73Y,2026-02-07 00:00:00,1,88850,270000,-135000,-14108,-15930,0,-1250,-350,0,0,103362,sukses
260203PQK0DWD4,2026-02-07 00:00:00,1,110750,302500,-151250,-15049,-17092,0,-1250,-350,0,0,117509,sukses
260202MRSSH7TW,2026-02-07 00:00:00,1,110750,302500,-181500,-12040,-13673,0,-1250,-350,0,0,93687,sukses
26012513NC20K2,2026-02-07 00:00:00,1,19850,40000,0,-4180,-4720,0,-1250,-350,0,0,29500,sukses
260202MS5XNJ1K,2026-02-07 00:00:00,1,142350,300000,-150000,-14925,-16950,0,-1250,-350,0,0,116525,sukses
260203Q85BXV1F,2026-02-07 00:00:00,1,190900,385000,0,-40233,-45430,-5494,-1250,-350,0,0,292243,sukses
260202MBTQRE6E,2026-02-07 00:00:00,1,132350,300000,-150000,-14925,-16950,0,-1250,-350,0,0,116525,sukses
260130D2UTUF2C,2026-02-08 00:00:00,1,132000,346500,0,-35343,-40888,0,-1250,-350,0,0,268669,sukses
260204SY03KUW8,2026-02-08 00:00:00,1,110750,302500,-151250,-15049,-17092,0,-1250,-350,0,0,117509,sukses
2601286REFEXQX,2026-02-08 00:00:00,1,87000,196900,-78760,-11755,-13350,0,-1250,-350,0,0,91435,sukses
260129966GYNCY,2026-02-08 00:00:00,1,25350,50000,0,-5225,-5900,0,-1250,-350,0,0,37275,sukses
26020504AA6S5K,2026-02-08 00:00:00,1,88850,270000,-135000,-14108,-15930,0,-1250,-350,0,0,103362,sukses
260202KSCK3U4N,2026-02-08 00:00:00,1,88850,270000,-135000,-14108,-15930,-1968,-1250,-350,0,0,101394,sukses
260204SUDFTNK0,2026-02-08 00:00:00,1,88850,270000,-135000,-14108,-15930,0,-1250,-350,0,0,103362,sukses
260130CRK118EQ,2026-02-08 00:00:00,1,367000,689000,0,-72001,-81302,0,-1250,-350,0,0,534097,sukses
260130D3QHTGK8,2026-02-08 00:00:00,2,234850,504400,-232510,-27053,-30724,0,-1250,-350,0,0,212513,sukses
260205UPRNJXWJ,2026-02-08 00:00:00,1,88850,270000,-135000,-14108,-15930,0,-1250,-350,0,0,103362,sukses
2602061G1K50TX,2026-02-08 00:00:00,2,182000,360000,0,-37620,-42480,-5204,-1250,-350,0,0,273096,sukses
2601251GQUJ571,2026-02-08 00:00:00,1,204000,385000,0,-40233,-45430,0,-1250,-350,0,0,297737,sukses
260205U0WN7FSR,2026-02-08 00:00:00,1,132000,275000,0,-28738,-32450,0,-1250,-350,0,0,212212,sukses
582446741596439963,2026-02-08 00:00:00,1,110750,302500,-151250,-12100,-7562,0,0,-5294,-1250,0,125044,sukses
582443494727582798,2026-02-08 00:00:00,2,310000,637000,-318500,-25480,-15925,0,0,-11148,-1250,0,264697,sukses
582428228567205710,2026-02-08 00:00:00,1,49850,115500,-57750,-4620,-2310,0,0,-2021,-1250,0,47549,sukses
582403032493622301,2026-02-08 00:00:00,1,110750,302500,-151250,-12100,-7562,0,0,-5294,-1250,0,125044,sukses
582365973707458386,2026-02-08 00:00:00,1,132000,346500,0,-27720,-19058,0,0,-12128,-1250,0,286344,sukses
582425951895389485,2026-02-07 00:00:00,1,88850,270000,-135000,-10800,-8100,0,0,-4725,-1250,0,110125,sukses
582425744534701357,2026-02-07 00:00:00,1,290000,689000,-344500,-27560,-18948,0,0,-12058,-1250,0,284684,sukses
582404414366188555,2026-02-07 00:00:00,1,132350,300000,-150000,-12000,-7500,0,0,-6750,-1250,0,122500,sukses
582401480177125171,2026-02-07 00:00:00,1,110750,302500,-151250,-12100,-7562,0,0,-5294,-1250,0,125044,sukses
582400615243547822,2026-02-07 00:00:00,1,54850,132000,-66000,-5280,-2640,0,0,-2310,-1250,0,54520,sukses
582383533038863452,2026-02-07 00:00:00,1,72000,127000,0,-10160,-6985,0,0,-4445,-1250,0,104160,sukses
OT-13-090226,2026-02-09 00:00:00,1,88000,91375,0,0,0,0,0,0,0,0,91375,sukses
260205TUUCF5UH,2026-02-09 00:00:00,1,105025,249000,-5000,-24888,-28792,0,-1250,-350,0,0,188720,sukses
260204SX6R15N5,2026-02-09 00:00:00,1,132000,275000,0,-28738,-32450,-7501,-1250,-350,0,0,204711,sukses
260130C3022TNM,2026-02-09 00:00:00,2,151850,315000,0,-32918,-37170,-3707,-1250,-350,0,0,239605,sukses
260204SUWSDKYT,2026-02-09 00:00:00,1,110750,302500,-181500,-12040,-13673,0,-1250,-350,0,0,93687,sukses
2602074920F5GY,2026-02-09 00:00:00,1,150000,307500,-153750,-15298,-17375,0,-1250,-350,0,0,119477,sukses
260121MDGAF9SJ,2026-02-09 00:00:00,1,25350,50000,0,-5225,-5900,0,-1250,-350,0,0,37275,sukses
2601167VS81206,2026-02-09 00:00:00,1,307000,525000,0,-54863,-61950,0,-1250,-350,0,0,406587,sukses
2602073NQQGDYD,2026-02-09 00:00:00,1,160000,329500,-164750,-16393,-18618,0,-1250,-350,0,0,128139,sukses
260205VDD0ND71,2026-02-09 00:00:00,1,61350,170500,-85250,-8909,-10060,0,-1250,-350,0,0,64681,sukses
260203PYM9FGS6,2026-02-09 00:00:00,1,25350,50000,0,-5225,-5900,-666,-1250,-350,0,0,36609,sukses
2602060M9JGRGJ,2026-02-09 00:00:00,1,190900,385000,0,-40233,-45430,0,-1250,-350,0,0,297737,sukses
260204TCKSCGPR,2026-02-09 00:00:00,2,249750,664000,0,-69388,-78352,0,-1250,-350,0,0,514660,sukses
260201JED53SG2,2026-02-09 00:00:00,1,115850,325000,-16250,-31493,-36433,0,-1250,-350,0,0,239224,sukses
582457512204862471,2026-02-09 00:00:00,1,72000,127000,0,-10160,-6985,0,0,-4445,-1250,0,104160,sukses
582455131324581754,2026-02-09 00:00:00,1,145800,302500,0,-24200,-16638,0,0,-10588,-1250,0,249824,sukses
582448079009711462,2026-02-09 00:00:00,1,149850,307500,-153750,-12300,-7688,0,0,-5381,-1250,0,127131,sukses
582411175092978756,2026-02-09 00:00:00,1,464850,1320000,-924000,-31680,-19800,0,0,-17820,-1250,0,325450,sukses
260204SDBYGDAB,2026-02-10 00:00:00,1,145800,302500,0,-31611,-35696,0,-1250,-350,0,0,233593,sukses
2601250GNJSQJ3,2026-02-10 00:00:00,1,132000,275000,0,-28738,-32450,0,-1250,-350,0,0,212212,sukses
2602072QTASBYD,2026-02-10 00:00:00,1,132000,275000,0,-28738,-32450,0,-1250,-350,0,0,212212,sukses
260205V6Y3RSTJ,2026-02-10 00:00:00,1,88850,270000,-135000,-14108,-15930,0,-1250,-350,0,0,103362,sukses
260202MCNG3EPA,2026-02-10 00:00:00,1,88850,270000,-135000,-14108,-15930,0,-1250,-350,0,0,103362,sukses
2602074M3Y8GED,2026-02-10 00:00:00,1,105025,249000,-5000,-24888,-28792,0,-1250,-350,0,0,188720,sukses
26020501Y7XXXS,2026-02-10 00:00:00,1,110750,302500,-151250,-15049,-17092,0,-1250,-350,0,0,117509,sukses
260130D81DEYKK,2026-02-10 00:00:00,1,160000,329500,-164750,-16393,-18618,-2194,-1250,-350,0,0,125945,sukses
2601262BYJJ3JY,2026-02-10 00:00:00,2,210750,425000,0,-44413,-50150,0,-1250,-350,0,0,328837,sukses
582479270168331759,2026-02-10 00:00:00,1,66850,181500,-90750,-7260,-4991,0,0,-3176,-1250,0,74073,sukses
582459118744602249,2026-02-10 00:00:00,1,150000,307500,-153750,-12300,-7688,0,0,-5381,-1250,0,127131,sukses
582448497584801752,2026-02-10 00:00:00,1,110750,302500,-151250,-12100,-7562,0,0,-5294,-1250,0,125044,sukses
order-110226-manual,2026-02-11 00:00:00,1,29000,75000,0,0,0,0,0,0,0,0,75000,sukses
260209A4KYUE6D,2026-02-11 00:00:00,1,75000,196900,-98450,-9796,-11125,0,-1250,-350,0,0,75929,sukses
26012763SFX11M,2026-02-11 00:00:00,1,25350,50000,0,-5225,-5900,0,-1250,-350,0,0,37275,sukses
260201K2MX542K,2026-02-11 00:00:00,1,110750,302500,-151250,-15049,-17092,0,-1250,-350,0,0,117509,sukses
2602062DFG2G5U,2026-02-11 00:00:00,1,150000,307500,-153750,-15298,-17375,0,-1250,-350,0,0,119477,sukses
26020501ABBN8M,2026-02-11 00:00:00,1,88850,270000,-135000,-14108,-15930,0,-1250,-350,0,0,103362,sukses
260131G3G9W1YH,2026-02-11 00:00:00,1,110750,302500,-151250,-15049,-17092,0,-1250,-350,0,0,117509,sukses
582511511270295001,2026-02-11 00:00:00,1,290000,689000,-344500,-27560,-18948,0,0,-12058,-1250,0,284684,sukses
